,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar OP130_Resultat_Global_v
9339,145.2,168.04,139.1,116.79,12.06,12.15,,11.98,25.14,20.6,106.56,6.61,0
9340,175.8,149.1,157.8,115.74,12.04,12.27,0.41,11.97,24.66,15.3,98.46,6.4,0
9341,154.9,153.72,155.1,115.42,12.12,12.18,,11.98,20.57,30.7,98.76,6.61,0
9342,158.5,153.51,176.3,116.26,12.12,12.25,0.39,11.97,20.47,12.7,101.03,6.41,0
9343,163.1,134.1,138.1,109.31,12.08,12.17,0.36,11.97,25.03,13.8,97.49,6.41,1
9344,149.0,161.48,167.7,114.4,12.07,12.24,,11.98,19.83,15.6,96.04,6.63,0
9345,130.8,151.93,158.7,110.89,12.12,12.26,0.39,11.97,17.3,16.5,76.92,6.41,0
9346,147.9,172.3,187.3,112.8,12.06,12.16,,11.97,23.45,20.5,100.42,6.61,0
9347,152.5,157.18,197.3,112.96,11.83,12.39,0.3,11.97,23.6,12.5,94.26,6.56,0
9348,151.5,157.65,172.1,120.1,12.08,12.17,,11.97,24.89,15.2,100.44,6.6,0
9349,147.2,173.86,153.0,113.04,11.91,12.27,,11.98,27.47,11.8,101.97,6.6,0
9350,131.5,159.15,155.8,108.89,11.91,12.31,,11.97,26.51,15.6,99.52,6.6,0
9351,150.6,144.2,135.3,117.96,11.89,12.42,,11.97,22.98,11.3,98.03,6.61,0
9352,121.2,153.52,180.1,109.36,11.87,12.32,,11.97,25.63,19.9,100.09,6.61,0
9353,179.3,141.89,153.3,112.14,11.85,12.13,0.39,11.97,24.85,24.0,101.02,6.6,0
9354,166.7,168.76,163.2,112.87,12.07,12.22,,11.97,23.32,19.6,101.86,6.63,0
9355,139.1,159.43,140.2,110.64,12.09,12.14,,11.97,18.35,39.7,94.93,6.61,0
9356,139.2,152.03,155.2,108.55,11.9,12.2,,11.98,22.99,21.6,97.37,6.61,0
9357,197.6,158.46,173.1,116.55,11.83,12.25,0.37,11.97,23.74,13.4,91.73,6.6,0
9358,144.2,134.72,167.8,107.69,12.09,12.34,0.37,11.97,20.67,12.3,98.05,6.4,0
9359,161.2,160.41,145.0,115.3,11.8,12.31,0.38,11.97,26.05,21.5,100.65,6.6,0
9360,154.0,162.83,161.4,118.23,11.82,12.4,0.39,11.97,25.78,10.8,104.99,6.63,0
9361,164.4,166.05,151.9,118.08,11.87,12.39,,11.97,25.86,10.7,94.22,6.63,0
9362,193.1,176.33,161.9,115.58,12.05,12.17,,11.97,25.47,18.0,100.53,6.61,0
9363,157.7,156.23,157.0,110.36,12.12,12.3,0.4,11.97,20.84,11.2,84.54,6.4,0
9364,143.4,152.2,152.0,113.07,11.86,12.45,0.36,11.97,28.58,11.6,93.65,6.61,0
9365,177.9,167.65,135.5,118.35,12.06,12.25,,11.97,25.46,33.3,100.98,6.61,0
9366,148.3,175.63,152.7,112.04,12.09,12.16,,11.97,23.3,16.7,96.87,6.61,0
9367,148.0,145.65,160.5,112.8,11.85,12.19,0.4,11.97,25.13,17.7,98.18,6.62,0
9368,154.2,153.53,155.6,115.61,12.09,12.22,,11.98,20.89,17.4,99.13,6.63,0
9369,155.4,149.65,168.4,114.06,11.83,12.18,0.41,11.97,23.06,19.7,97.26,6.62,0
9370,159.2,155.3,154.4,109.65,11.9,12.29,,11.97,23.68,10.0,92.36,6.61,0
9371,158.2,176.22,176.3,110.83,12.06,12.28,,11.97,23.2,26.2,100.1,6.6,0
9372,149.1,162.7,136.7,110.28,11.81,12.17,0.36,11.97,26.52,48.4,104.98,6.63,0
9373,158.7,137.55,161.6,110.13,11.84,12.39,0.3,11.97,22.08,19.3,92.49,6.61,0
9374,171.3,152.73,172.9,117.78,12.1,12.14,,11.98,24.95,18.9,99.03,6.61,0
9375,141.3,177.98,158.4,109.47,12.05,12.19,,11.97,24.91,22.4,104.0,6.62,0
9376,174.9,144.82,153.0,113.89,12.04,12.24,0.4,11.97,22.56,19.7,102.36,6.41,0
9377,153.2,151.35,151.0,115.74,12.1,12.23,0.4,11.97,18.71,17.6,83.65,6.41,0
9378,180.3,146.27,138.8,119.3,12.13,12.26,0.38,11.97,18.71,18.5,94.63,6.41,0
9379,194.2,147.71,98.1,110.07,11.85,12.26,,11.97,24.83,19.2,99.22,6.63,0
9380,154.6,163.94,197.6,112.27,11.76,12.13,,11.97,24.63,22.1,96.56,6.31,0
9381,163.6,151.6,159.4,112.66,11.76,12.2,,11.97,28.35,17.2,103.9,6.6,0
9382,158.8,156.7,139.6,118.84,12.12,12.39,0.41,11.97,17.68,10.9,76.47,6.41,0
9383,145.0,147.24,154.3,113.78,11.9,12.23,,11.97,22.96,14.8,93.45,6.61,0
9384,175.8,173.81,152.0,114.0,11.87,12.26,,11.98,22.14,10.6,96.01,6.61,0
9385,174.5,160.44,156.1,114.25,12.09,12.25,,11.98,23.4,13.5,95.78,6.61,0
9386,138.9,161.02,179.8,112.37,11.82,12.23,0.41,11.97,23.36,14.7,95.36,6.63,0
9387,139.7,154.79,155.0,113.07,12.13,12.21,0.38,11.97,22.23,11.6,95.42,6.41,0
9388,131.7,149.19,149.2,106.83,11.89,12.27,,11.98,21.6,14.3,90.57,6.61,0
9389,139.4,139.05,164.1,105.62,12.11,12.29,0.39,11.97,18.01,15.4,81.32,6.41,0
9390,166.8,155.42,159.6,106.89,12.08,12.14,,11.97,22.75,25.6,103.36,6.63,0
9391,138.3,156.72,152.2,112.79,12.08,12.23,,11.97,23.48,14.8,99.21,6.6,0
9392,165.9,159.24,197.3,105.86,11.83,12.28,0.34,11.97,24.42,14.6,92.5,6.59,0
9393,139.8,161.38,165.5,110.23,11.75,12.36,,11.97,24.36,11.5,100.38,6.63,0
9394,166.7,154.09,157.4,112.27,11.9,12.36,,11.97,25.82,13.2,99.04,6.6,0
9395,151.0,141.51,153.3,117.92,12.04,12.21,0.41,11.97,24.63,29.2,100.05,6.4,0
9396,169.1,162.34,167.4,113.85,11.74,12.34,,11.97,25.83,35.5,97.02,6.61,0
9397,152.1,157.16,133.8,112.63,11.9,12.37,,11.98,25.55,13.4,103.17,6.6,0
9398,192.2,142.03,194.6,110.05,11.82,12.2,0.36,11.98,20.8,35.1,93.61,6.61,0
9399,184.1,138.9,147.4,112.68,12.1,12.23,0.41,11.97,21.18,17.1,95.54,6.41,0
9400,155.3,160.49,161.3,115.53,11.81,12.23,0.35,11.97,26.94,16.0,100.15,6.63,0
9401,176.3,167.67,170.0,121.35,11.88,12.24,,11.97,21.9,13.2,89.91,6.61,0
9402,170.9,158.79,175.0,109.44,11.82,12.25,0.38,11.98,26.25,14.2,108.26,6.61,0
9403,175.4,177.83,159.4,109.75,12.08,12.28,,11.97,25.21,14.5,107.87,6.62,0
9404,135.3,161.04,140.8,116.95,12.09,12.19,0.41,11.97,24.61,13.6,101.9,6.43,0
9405,130.4,169.6,150.2,112.98,12.07,12.23,,11.98,23.99,16.8,98.36,6.61,0
9406,146.3,146.15,148.1,110.77,11.75,12.27,,11.97,27.3,14.4,105.89,6.63,0
9407,114.1,157.62,139.0,113.12,12.04,12.25,0.41,11.97,22.44,20.0,99.64,6.41,0
9408,157.1,157.09,144.2,116.12,12.08,12.3,,11.98,34.82,27.5,103.3,6.61,1
9409,165.3,164.36,138.5,107.49,11.9,12.33,,11.98,26.43,12.3,101.34,6.6,0
9410,185.4,177.41,162.1,119.01,12.07,12.4,,11.97,24.13,12.6,104.0,6.61,0
9411,147.8,157.16,157.5,115.9,12.1,12.2,0.41,11.97,23.06,17.8,94.33,6.4,0
9412,181.5,147.49,167.5,113.89,11.9,12.31,,11.97,24.82,9.3,100.36,6.61,0
9413,149.4,169.97,163.9,119.81,11.89,12.28,,11.97,24.63,14.0,96.56,6.6,0
9414,141.8,159.24,170.7,111.58,12.11,12.24,0.39,11.97,17.84,18.5,82.32,6.44,0
9415,165.0,159.89,166.3,111.44,11.9,12.25,,11.97,25.13,17.8,93.07,6.61,0
9416,145.0,152.11,134.9,110.45,11.83,12.17,0.38,11.97,24.24,27.7,102.59,6.61,0
9417,143.7,153.06,147.7,108.46,11.9,12.34,,11.97,23.34,24.9,94.32,6.61,0
9418,174.5,167.87,151.3,115.02,12.05,12.24,,11.98,22.12,39.5,97.72,6.61,0
9419,157.3,171.43,178.8,116.7,12.09,12.12,,11.97,23.86,28.9,100.25,6.61,0
9420,163.7,157.7,159.6,110.39,12.09,12.41,,11.98,24.7,15.0,99.93,6.61,0
9421,156.5,182.04,127.7,112.21,12.05,12.24,,11.97,22.25,16.0,101.09,6.61,0
9422,145.2,156.62,147.3,111.1,11.91,12.3,,11.98,24.53,16.4,107.07,6.62,0
9423,169.9,174.1,151.8,109.29,11.89,12.37,,11.98,26.4,14.4,108.15,6.63,0
9424,146.4,155.12,163.9,112.14,12.12,12.41,0.39,11.97,20.09,8.6,95.27,6.41,0
9425,137.1,158.69,156.5,110.78,11.83,12.16,0.37,11.97,26.17,29.2,108.78,6.62,0
9426,163.2,140.95,157.2,106.38,12.11,12.23,0.41,11.97,22.59,20.0,98.49,6.4,0
9427,184.1,157.27,150.3,111.68,12.07,12.17,,11.97,23.68,22.9,100.86,6.61,0
9428,140.9,148.75,159.9,104.15,11.86,12.27,0.33,11.97,28.98,15.6,91.72,6.62,0
9429,197.8,137.13,170.4,109.74,11.71,12.14,,11.97,28.01,17.4,103.03,6.6,0
9430,148.8,156.1,165.5,111.07,12.12,12.4,0.41,11.97,20.35,16.6,102.23,6.41,0
9431,132.4,151.4,190.4,113.57,12.1,12.28,0.4,11.97,18.7,19.3,79.69,6.4,0
9432,146.9,156.32,161.1,113.35,12.09,12.29,0.41,11.97,23.46,16.2,103.5,6.42,0
9433,151.6,179.49,156.1,114.47,11.87,12.23,,11.97,25.45,21.8,103.52,6.61,0
9434,184.2,162.17,169.1,120.13,11.8,12.28,0.38,11.97,25.31,16.6,112.96,6.61,0
9435,138.0,133.15,183.1,112.29,12.12,12.29,0.39,11.97,22.66,20.1,86.25,6.4,0
9436,140.0,138.48,135.0,119.27,12.06,12.33,0.41,11.97,24.99,39.3,105.13,6.41,0
9437,147.2,175.19,150.6,112.93,12.06,12.18,,11.98,25.4,19.5,101.82,6.62,0
9438,140.9,157.26,148.2,113.33,12.13,12.23,0.38,11.97,18.75,16.4,82.13,6.44,0
9439,153.1,175.58,176.7,114.19,12.08,12.21,,11.97,25.13,16.3,96.26,6.61,0
9440,124.3,160.96,190.5,117.52,11.85,12.18,,11.98,25.75,21.6,105.45,6.61,0
9441,138.5,147.94,145.6,113.38,12.09,12.27,0.35,11.97,22.53,12.3,95.54,6.41,0
9442,146.5,158.68,141.6,113.22,12.12,12.28,0.36,11.97,20.51,18.7,86.12,6.41,0
9443,152.8,153.99,141.6,115.03,11.83,12.27,0.39,11.97,26.22,17.7,97.58,6.63,1
9444,157.0,160.32,157.8,113.64,11.88,12.31,,11.97,22.62,15.7,90.6,6.61,0
9445,145.4,142.99,160.0,117.61,11.83,12.28,0.37,11.97,23.66,11.9,92.66,6.61,0
9446,194.0,153.96,197.5,115.15,11.87,12.21,0.38,11.97,23.07,21.7,97.45,6.4,0
9447,178.1,134.14,156.0,114.48,11.72,12.24,,11.97,22.52,25.5,98.43,6.61,0
9448,152.6,156.53,162.4,114.76,12.1,12.26,0.41,11.97,21.91,16.7,98.92,6.41,0
9449,158.9,138.4,165.4,115.73,12.05,12.28,0.41,11.97,25.61,13.8,104.11,6.41,0
9450,160.4,135.83,168.7,110.24,12.06,12.29,0.41,11.97,22.11,12.3,96.83,6.41,0
9451,157.2,153.23,169.1,113.41,11.91,12.27,,11.97,24.23,22.5,93.53,6.64,0
9452,159.0,157.02,159.5,109.51,11.84,12.23,,11.98,26.66,21.4,105.71,6.63,0
9453,182.6,172.01,159.6,114.21,12.07,12.19,,11.97,24.14,18.4,97.87,6.61,0
9454,177.1,139.84,160.0,114.6,12.06,12.11,0.38,11.97,22.45,22.7,96.94,6.41,0
9455,163.3,146.65,142.4,111.95,12.09,12.26,0.41,11.97,20.62,15.5,91.89,6.4,0
9456,129.7,168.77,165.3,106.8,11.89,12.28,,11.97,22.63,12.9,88.24,6.6,0
9457,158.6,157.46,135.2,114.15,12.08,12.25,,11.98,22.61,19.2,98.36,6.61,0
9458,167.2,140.66,139.5,110.43,12.05,12.22,0.41,11.97,22.33,11.7,94.79,6.42,0
9459,163.3,157.49,144.6,112.44,11.81,12.2,0.4,11.97,25.12,21.2,96.82,6.61,0
9460,197.8,143.83,160.5,116.84,11.8,12.28,,11.97,23.55,14.7,89.25,6.61,0
9461,164.9,175.62,143.6,114.08,12.06,12.22,,11.97,23.31,19.3,104.2,6.63,0
9462,147.2,150.55,184.4,111.18,11.78,12.26,,11.97,24.78,14.5,98.29,6.6,0
9463,160.2,152.38,130.6,112.05,12.05,12.27,0.41,11.97,24.4,16.9,107.0,6.4,0
9464,156.7,173.08,172.5,113.72,12.06,12.15,,11.97,22.1,27.6,95.07,6.61,0
9465,140.1,165.93,162.9,113.6,11.89,12.38,,11.97,25.85,12.6,91.0,6.61,0
9466,179.0,157.82,150.1,108.9,12.03,12.26,0.41,11.97,22.84,17.0,101.09,6.41,0
9467,142.5,158.96,176.7,111.07,12.09,12.29,,11.97,24.71,34.7,97.89,6.61,0
9468,166.2,152.42,170.7,112.29,11.83,12.3,0.41,11.97,27.31,14.5,99.86,6.61,0
9469,141.6,155.76,148.0,111.51,12.1,12.24,,11.97,23.95,26.2,103.51,6.62,0
9470,198.1,152.62,153.8,114.11,11.68,12.19,,11.97,23.73,18.7,95.68,6.61,0
9471,166.8,158.04,140.3,114.74,12.1,12.24,0.4,11.97,19.9,21.8,84.12,6.41,0
9472,148.1,165.67,168.0,112.25,11.88,12.22,,11.98,24.75,22.1,93.85,6.63,0
9473,146.0,150.51,136.1,110.55,12.04,12.2,0.41,11.97,23.03,16.9,94.12,6.41,0
9474,149.1,144.01,179.6,112.5,11.86,12.25,,11.97,26.52,12.0,99.53,6.61,0
9475,166.9,143.38,166.3,110.34,12.13,12.21,0.4,11.97,18.77,23.6,91.41,6.41,0
9476,163.9,162.75,153.8,114.33,11.84,12.33,,11.97,27.57,17.3,104.52,6.65,0
9477,164.1,168.48,156.0,107.5,11.88,12.19,,11.97,25.16,20.0,93.89,6.61,0
9478,159.4,153.49,159.9,113.99,12.03,12.29,0.41,11.97,23.59,16.6,104.79,6.41,0
9479,165.7,176.57,175.8,115.23,12.07,12.29,,11.97,23.94,15.1,99.94,6.61,0
9480,142.0,153.99,159.0,111.03,12.05,12.15,0.41,11.97,20.99,19.7,101.37,6.41,0
9481,183.9,168.73,141.7,115.02,11.83,12.25,0.37,11.97,25.73,13.3,101.89,6.63,0
9482,156.3,156.68,167.2,105.41,11.88,12.24,,11.98,23.17,17.9,89.27,6.61,0
9483,164.1,163.86,195.8,114.71,12.07,12.23,,11.97,21.31,23.2,99.56,6.61,0
9484,162.8,159.25,167.5,114.08,12.14,12.22,0.39,11.97,24.34,22.6,100.83,6.43,0
9485,168.0,154.81,132.8,118.1,12.09,12.31,,11.97,21.7,12.0,97.61,6.61,0
9486,167.4,158.19,169.2,110.13,11.83,12.21,0.36,11.97,26.97,14.7,101.09,6.6,0
9487,167.0,159.64,159.6,113.22,12.09,12.27,,11.97,23.63,33.0,102.69,6.61,0
9488,158.0,165.81,149.3,117.72,12.07,12.29,,11.97,24.29,27.6,98.66,6.61,0
9489,193.8,174.88,151.7,115.05,12.06,12.15,,11.97,26.04,22.2,102.58,6.61,0
9490,143.7,156.38,197.8,112.58,12.09,12.29,,11.97,23.05,14.6,99.9,6.42,0
9491,148.4,146.78,157.3,107.16,12.08,12.42,0.35,11.97,21.13,11.6,102.98,6.43,0
9492,173.2,160.33,167.0,111.4,12.09,12.26,0.39,11.97,20.56,11.9,88.42,6.41,0
9493,151.6,164.59,158.2,116.51,12.08,12.2,,11.97,22.36,19.0,94.89,6.61,0
9494,125.4,160.34,147.6,120.33,11.94,12.19,,11.97,27.55,14.4,97.95,6.61,0
9495,147.7,171.61,153.9,105.98,11.9,12.25,,11.98,24.81,15.2,101.82,6.6,0
9496,172.8,170.2,169.3,113.79,12.08,12.21,,11.97,24.8,43.1,102.69,6.6,0
9497,168.7,146.11,155.7,110.76,12.14,12.2,0.38,11.97,21.13,21.1,102.81,6.44,0
9498,175.7,144.24,143.1,115.42,11.83,12.26,0.38,11.97,23.28,38.0,96.64,6.61,0
9499,170.2,135.58,163.4,114.19,12.12,12.26,0.39,11.97,16.47,13.4,81.24,6.4,1
9500,162.1,175.01,178.0,111.61,12.06,12.32,,11.97,24.57,15.9,110.71,6.63,0
9501,162.2,157.81,144.3,113.21,12.09,12.22,,11.97,22.58,27.8,98.15,6.6,0
9502,171.6,168.83,169.1,115.11,12.05,12.14,,11.97,31.23,20.7,106.68,6.61,0
9503,178.5,177.71,162.4,115.82,12.06,12.21,,11.98,22.75,21.5,102.97,6.62,0
9504,125.5,144.92,186.2,111.96,12.06,12.24,0.41,11.97,24.61,17.8,98.81,6.4,0
9505,149.2,156.09,155.6,112.48,11.9,12.16,,11.97,23.74,20.5,92.95,6.6,0
9506,164.6,168.28,195.6,110.7,12.07,12.24,,11.98,24.08,12.9,98.35,6.62,0
9507,175.7,149.37,154.9,116.37,12.12,12.38,0.34,11.97,22.72,11.7,95.39,6.42,0
9508,174.1,165.34,149.3,116.61,12.09,12.16,,11.97,24.94,19.3,96.28,6.63,0
9509,148.6,147.32,142.2,109.86,12.04,12.23,0.41,11.98,22.89,15.8,101.73,6.41,0
9510,173.9,158.25,180.6,121.08,11.83,12.21,,11.98,28.7,14.9,101.58,6.61,0
9511,172.2,147.48,178.5,115.21,11.84,12.27,,11.97,28.86,14.2,103.14,6.61,0
9512,154.7,179.37,126.7,117.65,12.06,12.18,,11.97,24.24,17.3,102.33,6.62,0
9513,147.1,161.76,138.8,109.86,11.87,12.21,,11.97,24.96,17.1,92.59,6.61,0
9514,148.9,164.06,159.1,110.9,12.07,12.28,,11.97,23.34,9.6,97.28,6.61,0
9515,184.1,186.6,179.0,115.42,12.07,12.28,,11.97,23.9,23.6,103.12,6.62,0
9516,168.0,154.52,163.9,113.01,12.1,12.34,,11.97,24.32,14.3,99.84,6.61,1
9517,141.1,167.48,139.0,118.24,12.07,12.2,,11.97,23.29,17.8,95.72,6.62,0
9518,189.6,157.48,187.6,111.3,11.83,12.3,,11.97,24.68,30.3,100.84,6.62,0
9519,172.1,133.77,151.8,110.53,12.09,12.3,0.42,11.97,21.47,12.5,99.08,6.4,0
9520,156.1,149.01,145.7,112.46,11.85,12.19,0.4,11.97,25.92,22.7,100.63,6.61,0
9521,155.5,158.05,161.7,115.35,11.75,12.24,,11.97,24.19,14.5,91.2,6.61,0
9522,163.8,157.38,140.9,110.51,11.89,12.24,,11.97,26.21,28.2,98.02,6.6,0
9523,164.2,146.43,151.6,116.1,11.9,12.24,,11.97,23.72,15.0,88.32,6.63,0
9524,154.5,162.57,153.1,110.46,11.8,12.19,0.36,11.97,24.71,24.6,95.05,6.6,0
9525,165.4,151.09,180.2,114.81,12.06,12.28,0.41,11.97,20.62,14.5,95.63,6.41,0
9526,152.7,142.44,134.9,111.73,12.1,12.31,0.4,11.97,18.67,13.4,93.28,6.43,0
9527,175.6,161.63,195.1,112.07,12.08,12.19,,11.98,23.74,20.8,101.89,6.61,0
9528,160.5,160.89,161.0,108.55,11.81,12.27,0.37,11.97,24.87,12.6,97.89,6.61,0
9529,166.7,146.16,142.5,119.65,11.82,12.21,0.38,11.97,24.43,15.5,96.84,6.61,0
9530,131.7,153.29,149.7,116.49,12.1,12.21,,11.97,23.65,23.9,93.22,6.62,0
9531,166.1,156.53,142.2,110.73,12.09,12.36,0.41,11.97,24.06,12.2,99.18,6.4,0
9532,140.4,137.84,139.4,111.99,12.07,12.21,0.38,11.97,20.13,18.5,105.42,6.42,0
9533,163.7,143.71,148.5,114.77,12.11,12.32,0.4,11.97,17.86,13.1,87.06,6.41,0
9534,174.8,163.87,154.9,115.54,12.07,12.12,,11.97,24.19,18.0,103.96,6.61,0
9535,165.9,173.41,159.5,115.6,11.87,12.22,,11.97,24.71,17.7,93.67,6.6,0
9536,154.9,175.08,149.9,115.36,11.88,12.35,,11.97,29.34,15.4,100.36,6.6,0
9537,166.6,169.48,174.5,116.4,12.11,12.28,,11.97,23.38,19.4,100.25,6.62,0
9538,148.3,154.02,170.6,113.42,11.82,12.29,0.38,11.97,25.33,16.1,100.66,6.61,0
9539,186.6,169.28,133.1,121.1,12.1,12.12,,11.97,24.48,25.0,101.98,6.61,0
9540,138.2,170.1,159.0,118.11,11.91,12.27,,11.97,26.22,16.4,99.41,6.61,0
9541,159.0,144.3,153.1,114.19,12.13,12.34,0.4,11.97,17.11,10.4,77.11,6.41,0
9542,159.1,173.37,138.1,110.58,12.06,12.19,,11.98,25.81,21.8,103.2,6.62,0
9543,167.8,169.95,176.0,115.47,12.07,12.19,,11.98,23.63,21.3,105.26,6.6,0
9544,172.0,154.92,143.1,121.58,12.04,12.31,0.41,11.97,29.09,11.7,105.13,6.41,0
9545,195.9,158.95,174.1,116.02,11.8,12.19,,11.97,23.29,17.8,94.39,6.61,0
9546,178.6,136.38,144.8,110.08,12.12,12.23,0.4,11.97,16.32,17.4,76.33,6.41,0
9547,164.8,143.69,169.0,112.11,11.84,12.28,0.4,11.98,23.97,37.5,95.11,6.61,0
9548,150.8,154.32,137.8,117.65,11.82,12.24,0.37,11.97,25.9,17.4,100.12,6.63,0
9549,171.0,153.41,159.6,112.16,12.09,12.35,0.41,11.97,22.63,18.7,105.6,6.43,0
9550,159.2,134.24,145.0,112.14,12.13,12.24,0.36,11.97,21.96,17.1,95.95,6.41,0
9551,150.7,152.31,172.5,109.65,12.11,12.16,0.4,11.97,21.36,22.0,106.11,6.41,0
9552,173.0,168.88,153.2,107.78,11.87,12.18,,11.98,25.19,20.2,94.27,6.61,0
9553,163.5,147.0,153.4,114.9,11.84,12.3,,11.97,27.15,22.0,102.18,6.61,0
9554,141.9,157.42,156.0,113.78,11.82,12.23,0.4,11.97,22.52,18.6,95.2,6.61,0
9555,193.5,160.65,144.4,113.74,12.08,12.15,,11.97,26.1,21.2,102.37,6.63,0
9556,146.0,157.31,163.7,113.55,12.12,12.24,0.39,11.97,21.47,15.6,101.17,6.43,0
9557,180.0,153.9,147.8,109.61,11.81,12.26,0.34,11.97,26.49,12.9,95.31,6.6,0
9558,177.1,156.87,149.1,110.13,11.84,12.21,,11.97,24.06,20.2,101.34,6.61,0
9559,158.2,146.98,171.3,107.92,11.75,12.3,,11.97,26.65,11.7,105.74,6.61,0
9560,154.5,160.07,159.9,118.32,12.08,12.34,,11.97,23.26,30.5,101.11,6.6,0
9561,165.7,150.55,152.7,128.54,11.84,12.36,0.38,11.97,26.71,11.8,105.2,6.63,0
9562,139.5,138.7,138.2,114.57,12.05,12.29,0.41,11.97,24.46,11.7,95.75,6.41,0
9563,163.5,161.3,140.4,113.83,12.07,12.14,,11.97,21.33,19.9,102.28,6.62,0
9564,165.0,156.19,161.8,115.57,12.08,12.21,,11.97,22.98,10.8,101.31,6.61,0
9565,184.8,144.6,146.2,110.14,12.11,12.24,0.38,11.97,17.56,12.4,84.87,6.41,0
9566,157.4,176.13,186.4,116.53,12.07,12.33,,11.97,23.11,19.7,101.95,6.61,0
9567,163.3,141.28,154.2,112.02,11.87,12.35,0.37,11.97,24.39,11.5,95.55,6.63,0
9568,155.8,153.14,144.3,109.87,12.07,12.26,,11.97,24.34,25.7,96.23,6.61,0
9569,172.0,163.12,141.4,109.54,11.82,12.38,0.35,11.97,31.22,11.5,103.38,6.61,0
9570,166.0,160.0,155.1,113.78,11.81,12.33,0.37,11.98,25.32,15.9,96.35,6.6,0
9571,168.7,148.76,167.0,113.45,11.77,12.32,,11.97,24.3,11.6,99.92,6.61,0
9572,170.5,151.15,159.4,114.95,12.11,12.24,0.41,11.97,21.02,10.9,89.65,6.44,0
9573,149.8,172.48,151.7,106.43,11.89,12.3,,11.98,24.99,15.6,94.71,6.61,0
9574,144.6,157.99,174.5,110.65,12.09,12.19,,11.98,22.81,18.7,96.01,6.63,0
9575,197.5,159.26,197.5,106.73,11.82,12.21,0.34,11.97,26.07,17.5,99.29,6.51,0
9576,157.3,179.06,168.8,114.84,12.07,12.22,,11.97,27.19,13.9,102.0,6.64,0
9577,117.4,170.14,160.0,115.39,12.06,12.29,,11.97,24.84,16.0,96.15,6.61,0
9578,142.0,171.18,138.3,109.77,11.81,12.33,0.35,11.97,26.04,14.9,105.49,6.61,0
9579,149.8,159.1,156.7,113.07,12.04,12.2,0.41,11.97,23.37,19.2,99.34,6.43,0
9580,156.5,174.93,143.4,113.93,11.88,12.29,,11.97,24.65,17.7,98.66,6.6,0
9581,136.4,156.02,143.7,113.64,12.06,12.2,0.36,11.97,24.77,48.9,100.48,6.42,0
9582,157.9,160.62,152.8,107.86,11.82,12.26,0.35,11.97,25.85,17.9,108.8,6.61,0
9583,173.7,142.95,146.7,112.26,12.11,12.21,0.39,11.97,17.34,11.9,85.27,6.42,0
9584,153.3,158.16,168.2,115.09,12.08,12.21,,11.97,22.84,19.5,103.96,6.61,0
9585,197.8,157.99,141.8,116.85,11.82,12.21,,11.98,27.54,19.9,107.42,6.61,0
9586,170.7,149.59,150.7,108.82,11.9,12.17,,11.98,23.44,15.2,98.64,6.61,0
9587,137.3,167.84,155.8,110.41,12.07,12.35,,11.97,24.25,21.6,101.25,6.61,0
9588,163.5,161.47,165.5,116.01,11.82,12.18,,11.97,24.66,14.9,104.85,6.61,0
9589,160.4,150.94,166.3,112.56,12.09,12.43,,11.98,22.32,17.2,93.27,6.6,0
9590,172.7,170.12,163.9,111.36,12.06,12.13,,11.97,24.83,20.0,104.73,6.62,0
9591,176.7,154.36,170.6,114.41,12.11,12.32,0.4,11.97,17.8,12.0,79.46,6.4,0
9592,170.9,171.49,148.4,114.32,12.06,12.19,,11.97,23.47,17.5,99.67,6.63,0
9593,178.4,182.8,138.9,114.5,12.04,12.23,,11.97,24.98,18.9,104.07,6.63,0
9594,125.9,146.63,174.5,109.78,11.85,12.34,0.35,11.97,25.77,26.3,100.25,6.62,0
9595,139.1,153.06,137.9,115.13,12.11,12.24,0.4,11.97,18.16,17.0,81.73,6.41,0
9596,137.6,144.57,191.3,112.08,12.11,12.27,0.4,11.97,18.6,13.3,81.83,6.43,0
9597,183.7,145.74,157.8,115.25,12.05,12.3,0.41,11.97,24.08,12.4,94.09,6.41,0
9598,158.9,139.58,157.2,113.27,12.11,12.31,0.38,11.97,18.43,12.0,83.09,6.41,0
9599,147.7,153.33,140.5,115.59,12.09,12.26,0.41,11.97,24.34,14.5,104.42,6.4,0
9600,152.5,151.16,157.8,111.78,12.09,12.24,0.39,11.97,17.57,15.5,81.84,6.41,0
9601,175.2,159.11,166.1,111.0,12.12,12.23,0.37,11.97,21.74,13.8,104.04,6.4,0
9602,158.5,176.09,148.6,109.27,12.07,12.36,,11.97,24.53,7.8,101.13,6.61,0
9603,163.3,180.08,177.1,111.62,11.89,12.23,,11.98,27.29,38.5,95.21,6.63,0
9604,175.8,149.03,149.6,121.63,11.9,12.27,,11.97,24.44,11.9,94.04,6.6,0
9605,185.5,158.89,160.1,117.75,11.83,12.2,,11.97,25.35,14.7,107.47,6.64,0
9606,148.2,161.07,145.9,115.61,11.81,12.23,0.37,11.97,25.36,32.4,93.9,6.61,0
